0.000085,0.000110,0.000052
0.000079,0.000214,0.000075
0.000607,0.000287,0.000105
0.001344,0.000316,0.000099
0.002389,0.000200,0.000076
0.000133,0.000371,0.000087
0.000111,0.000399,0.000101
0.000167,0.000350,0.000086
0.000266,0.000516,0.000105
0.000159,0.000466,0.000177
0.000223,0.001456,0.000351
0.000252,0.000985,0.000224
0.000520,0.001154,0.000243
0.000231,0.000653,0.000141
0.000207,0.000977,0.000249
0.000228,0.002450,0.000329
0.000683,0.001998,0.000260
0.000571,0.001486,0.000280
0.000502,0.001120,0.000221
0.000316,0.000822,0.000213
0.000315,0.000884,0.000209
0.000302,0.001129,0.000351
0.000309,0.000915,0.000199
0.000758,0.001839,0.000421
0.000475,0.001739,0.000388
0.000464,0.001424,0.000284
0.000351,0.001119,0.000247
0.000570,0.001169,0.000259
0.000372,0.001184,0.000262
0.000408,0.001311,0.000275
0.000418,0.001269,0.000296
0.000691,0.001420,0.000265
0.000820,0.002574,0.000530
0.000629,0.002291,0.000550
0.000480,0.001448,0.000311
0.000455,0.001929,0.000324
0.000468,0.001665,0.000334
0.000475,0.001578,0.000339
0.000490,0.002109,0.000346
0.000500,0.001880,0.000381
0.000524,0.005377,0.000683
0.001015,0.004693,0.000737
0.001030,0.003100,0.000554
0.000692,0.002097,0.000600
0.000585,0.001922,0.000393
0.000576,0.003253,0.000645
0.001021,0.002523,0.000410
0.000597,0.002045,0.000693
0.000621,0.002094,0.000439
0.000638,0.002199,0.000712
0.001140,0.002504,0.000469
0.000649,0.002211,0.000465
0.000690,0.002324,0.000476
0.000688,0.002354,0.000720
0.000699,0.002380,0.000483
0.000719,0.002425,0.000776
0.001193,0.004016,0.000785
0.000726,0.002792,0.000505
0.000726,0.002535,0.000511
0.001318,0.004433,0.000843
0.000749,0.002920,0.000562
0.000804,0.002795,0.000568
0.001398,0.004741,0.000904
0.001379,0.004891,0.000913
0.001191,0.003157,0.000582
0.003128,0.007292,0.000928
0.004104,0.002888,0.000535
0.003387,0.003930,0.000639
0.003013,0.003273,0.000628
0.003216,0.002894,0.000562
0.003438,0.006661,0.000883
0.002610,0.003112,0.000629
0.003304,0.003206,0.000584
0.005251,0.003580,0.000589
0.002177,0.007081,0.000939
0.003814,0.003327,0.000642
0.002379,0.003348,0.000668
0.002188,0.008077,0.000963
0.002870,0.003809,0.000720
0.003292,0.004768,0.000726
0.002372,0.003892,0.000988
0.002072,0.007910,0.001077
0.002491,0.003886,0.000729
0.002354,0.008682,0.001108
0.000940,0.008431,0.001048
0.001481,0.005294,0.000827
0.000870,0.003715,0.000685
0.001484,0.008431,0.001090
0.001065,0.008571,0.001224
0.001132,0.004373,0.000786
0.001329,0.003978,0.000716
0.001786,0.008317,0.001130
0.001807,0.005637,0.000754
0.000878,0.009060,0.001156
0.001411,0.004241,0.000768
0.001421,0.008724,0.001185
0.001594,0.005856,0.000765
0.001516,0.008842,0.001265
0.001191,0.008746,0.001200
0.000951,0.004670,0.000830
0.001273,0.004421,0.000841
0.000960,0.008885,0.001255
0.001025,0.008918,0.001263
0.001049,0.004653,0.000875
0.001121,0.009062,0.001290
0.001050,0.009373,0.001322
0.001564,0.009170,0.001404
0.001576,0.007308,0.000848
0.001376,0.010284,0.001478
0.001160,0.009278,0.001295
0.001976,0.010221,0.001617
0.001640,0.006432,0.001019
0.001293,0.009540,0.001293
0.001172,0.005210,0.001088
0.001082,0.009736,0.001286
0.001185,0.005111,0.000911
0.001188,0.005326,0.000982
0.001441,0.005316,0.001068
0.001727,0.010303,0.001268
0.001236,0.005698,0.001008
0.001187,0.005511,0.001008
0.001478,0.005328,0.000957
0.001786,0.010831,0.001531
0.002407,0.007228,0.001246
0.001804,0.011385,0.001371
0.001170,0.010570,0.001368
0.001178,0.005722,0.001023
0.002097,0.010554,0.001339
0.001192,0.011392,0.001572
0.001906,0.010865,0.001355
0.001929,0.010847,0.001427
0.002340,0.006563,0.001025
0.002356,0.006593,0.001205
0.001512,0.005866,0.001079
0.001974,0.012439,0.001176
0.001671,0.006575,0.001089
0.001585,0.006274,0.001087
0.001319,0.006175,0.001102
0.001597,0.007764,0.001100
0.001326,0.012057,0.001750
0.001642,0.006460,0.001149
0.001360,0.006347,0.001116
0.001966,0.007783,0.001191
0.001429,0.011633,0.001402
0.002564,0.012285,0.001237
0.002004,0.006948,0.001191
0.001409,0.007467,0.001358
0.001431,0.012040,0.001402
0.002372,0.012172,0.001368
0.002519,0.007349,0.001221
0.001843,0.007000,0.001185
0.002614,0.012104,0.001391
0.001803,0.012293,0.001335
0.001982,0.007153,0.001221
0.002644,0.012418,0.001543
0.001764,0.008372,0.001236
0.002113,0.007159,0.001227
0.003912,0.008234,0.001389
0.002018,0.007514,0.001242
0.002662,0.007633,0.001249
0.001829,0.013235,0.001307
0.002351,0.007561,0.001282
0.002768,0.007660,0.001296
0.002598,0.013343,0.001458
0.001907,0.008737,0.001379
0.002779,0.014179,0.002262
0.002322,0.008268,0.001308
0.002021,0.007901,0.001327
0.001945,0.009309,0.001388
0.001597,0.008170,0.001368
0.001592,0.014260,0.001683
0.003659,0.011812,0.001449
0.001763,0.013584,0.001399
0.002014,0.013838,0.001372
0.002086,0.008836,0.001453
0.001687,0.008474,0.001372
0.001704,0.008198,0.001496
0.002805,0.013045,0.001388
0.001720,0.008993,0.001391
0.002186,0.008587,0.001399
0.002320,0.014388,0.001406
0.002810,0.009025,0.001537
0.002072,0.015040,0.001939
0.001739,0.013897,0.001465
0.002270,0.013946,0.001456
0.002122,0.015090,0.001581
0.001781,0.014116,0.001461
0.002271,0.013739,0.001484
0.001770,0.014134,0.001500
0.002791,0.008671,0.001474
0.002000,0.009163,0.001716
0.001437,0.014398,0.001526
0.001473,0.009438,0.003197
0.002761,0.009319,0.001578
0.002383,0.019043,0.002321
0.002394,0.009485,0.001569
0.001927,0.009122,0.001559
0.003746,0.010050,0.001549
0.002282,0.010225,0.001766
0.002442,0.016000,0.001852
0.002279,0.017141,0.001651
0.002756,0.015434,0.001569
0.002524,0.009496,0.001688
0.002394,0.015169,0.001585
0.002340,0.010073,0.001596
0.002457,0.010163,0.001742
0.002384,0.016295,0.001822
0.003141,0.010098,0.001705
0.001976,0.010319,0.001668
0.002511,0.009965,0.001690
0.002436,0.010012,0.001670
0.002004,0.010022,0.001694
0.002051,0.009984,0.001705
0.002616,0.009924,0.001817
0.002005,0.010188,0.001740
0.001994,0.015300,0.001685
0.002798,0.010514,0.001797
0.002112,0.010213,0.001940
0.002882,0.015235,0.001819
0.002489,0.015789,0.001711
0.002993,0.010477,0.001744
0.002093,0.010461,0.001792
0.002619,0.010556,0.001777
0.002539,0.010675,0.001848
0.002580,0.010559,0.001787
0.002604,0.010672,0.001857
0.002616,0.016244,0.001762
0.002348,0.010840,0.001776
0.002387,0.017596,0.001856
0.002371,0.012310,0.001960
0.002686,0.016696,0.001799
0.002180,0.014689,0.003294
0.002776,0.010836,0.001952
0.002868,0.018353,0.001819
0.002936,0.016838,0.001904
0.002173,0.016460,0.001833
0.002208,0.016699,0.001841
0.002760,0.012108,0.001858
0.003331,0.011231,0.001855
0.002288,0.016824,0.001963
0.002301,0.016342,0.001871
0.003060,0.017199,0.001871
0.002781,0.019248,0.002050
0.002258,0.018870,0.002880
0.002483,0.012067,0.001903
0.003391,0.017232,0.001906
