2, 203615
3, 172141
4, 122285
5, 122285
6, 122285
7, 122285
8, 122285
9, 122285
10, 122285
11, 122285
12, 122285
13, 122285
14, 122285
15, 122285
16, 122285
17, 122285
18, 122285
19, 122285
20, 122285
21, 122285
22, 122285
23, 122285
24, 122285
25, 122285
26, 122285
27, 122285
28, 122285
29, 122285
30, 122285
31, 122285
32, 122285
33, 122285
34, 122285
35, 122285
36, 122285
37, 122285
38, 122285
39, 122285
40, 122285
41, 122285
42, 122285
43, 122285
44, 122285
45, 122285
46, 122285
47, 122285
48, 122285
49, 122285
50, 122285
51, 122285
52, 122285
53, 122285
54, 122285
55, 122285
56, 122285
57, 122285
58, 122285
59, 122285
60, 122285
61, 122285
62, 122285
63, 122285
64, 122285
65, 122285
66, 122285
67, 122285
68, 122285
69, 122285
70, 122285
71, 122285
72, 122285
73, 122285
74, 122285
75, 122285
76, 122285
77, 122285
78, 122285
79, 122285
80, 122285
81, 122285
82, 122285
83, 122285
84, 122285
85, 122285
86, 122285
87, 122285
88, 122285
89, 122285
90, 122285
91, 122285
92, 122285
93, 122285
94, 122285
95, 122285
96, 122285
97, 122285
98, 122285
99, 122285
100, 122285
101, 122285
102, 122285
103, 122285
104, 122285
105, 122285
106, 122285
107, 122285
108, 122285
109, 122285
110, 122285
111, 122285
112, 122285
113, 122285
114, 122285
115, 122285
116, 122285
117, 122285
118, 122285
119, 122285
120, 122285
121, 122285
122, 122285
123, 122285
124, 122285
125, 122285
126, 122285
127, 122285
128, 122285
